model,dataset,metric,method,correction,prr_score
Gemma 2 9B,wmt14_csen,XComet XXL,LSRL,DEG1,0.24530524413962668
Gemma 2 9B,wmt14_deen,XComet XXL,LSRL,DEG1,0.28431749340812396
Gemma 2 9B,wmt14_ruen,XComet XXL,LSRL,DEG1,0.38269856040798106
Gemma 2 9B,wmt14_fren,XComet XXL,LSRL,DEG1,0.19367474202279517
Gemma 2 9B,wmt19_deen,XComet XXL,LSRL,DEG1,0.2618393780986261
Gemma 2 9B,wmt19_fien,XComet XXL,LSRL,DEG1,0.3158667598618649
Gemma 2 9B,wmt19_lten,XComet XXL,LSRL,DEG1,0.1639575179000452
Gemma 2 9B,wmt19_ruen,XComet XXL,LSRL,DEG1,0.2871355792412423
Gemma 2 9B,wmt14_csen,XComet XXL,LSRL,DEG2,0.24080910963156826
Gemma 2 9B,wmt14_deen,XComet XXL,LSRL,DEG2,0.2841791041767242
Gemma 2 9B,wmt14_ruen,XComet XXL,LSRL,DEG2,0.2562965962377073
Gemma 2 9B,wmt14_fren,XComet XXL,LSRL,DEG2,0.19421334908777177
Gemma 2 9B,wmt19_deen,XComet XXL,LSRL,DEG2,0.2614432657170509
Gemma 2 9B,wmt19_fien,XComet XXL,LSRL,DEG2,0.31774193556428854
Gemma 2 9B,wmt19_lten,XComet XXL,LSRL,DEG2,0.16046474656270043
Gemma 2 9B,wmt19_ruen,XComet XXL,LSRL,DEG2,0.25410541508660367
Gemma 2 9B,wmt14_csen,XComet XXL,LSRL,DEG3,0.2571009363349732
Gemma 2 9B,wmt14_deen,XComet XXL,LSRL,DEG3,0.2889719348101918
Gemma 2 9B,wmt14_ruen,XComet XXL,LSRL,DEG3,0.311138385369038
Gemma 2 9B,wmt14_fren,XComet XXL,LSRL,DEG3,0.19498283279185108
Gemma 2 9B,wmt19_deen,XComet XXL,LSRL,DEG3,0.26883220445892786
Gemma 2 9B,wmt19_fien,XComet XXL,LSRL,DEG3,0.3140131654576817
Gemma 2 9B,wmt19_lten,XComet XXL,LSRL,DEG3,0.15859882668303582
Gemma 2 9B,wmt19_ruen,XComet XXL,LSRL,DEG3,0.28449837395416594
EuroLLM 9B,wmt14_csen,XComet XXL,MSP,RAW,0.13321774098202674
EuroLLM 9B,wmt14_deen,XComet XXL,MSP,RAW,0.3081182631352261
EuroLLM 9B,wmt14_ruen,XComet XXL,MSP,RAW,0.3791069271308132
EuroLLM 9B,wmt14_fren,XComet XXL,MSP,RAW,0.20532871800014857
EuroLLM 9B,wmt19_deen,XComet XXL,MSP,RAW,0.26753748203546546
EuroLLM 9B,wmt19_fien,XComet XXL,MSP,RAW,-0.027130416289667482
EuroLLM 9B,wmt19_lten,XComet XXL,MSP,RAW,0.05758879657389561
EuroLLM 9B,wmt19_ruen,XComet XXL,MSP,RAW,0.3551658094709073
EuroLLM 9B,wmt14_csen,XComet XXL,MSP,DEG1,0.2372819640765912
EuroLLM 9B,wmt14_deen,XComet XXL,MSP,DEG1,0.38401506584025846
EuroLLM 9B,wmt14_ruen,XComet XXL,MSP,DEG1,0.42489471662519
EuroLLM 9B,wmt14_fren,XComet XXL,MSP,DEG1,0.24758726016984103
EuroLLM 9B,wmt19_deen,XComet XXL,MSP,DEG1,0.38334187295722433
EuroLLM 9B,wmt19_fien,XComet XXL,MSP,DEG1,0.26124777361941426
EuroLLM 9B,wmt19_lten,XComet XXL,MSP,DEG1,0.18900086225984897
EuroLLM 9B,wmt19_ruen,XComet XXL,MSP,DEG1,0.3653914570148071
EuroLLM 9B,wmt14_csen,XComet XXL,MSP,DEG2,0.21776668658431736
EuroLLM 9B,wmt14_deen,XComet XXL,MSP,DEG2,0.37733510890913524
EuroLLM 9B,wmt14_ruen,XComet XXL,MSP,DEG2,0.4278223140551186
EuroLLM 9B,wmt14_fren,XComet XXL,MSP,DEG2,0.2809381952452579
EuroLLM 9B,wmt19_deen,XComet XXL,MSP,DEG2,0.3666987657492076
EuroLLM 9B,wmt19_fien,XComet XXL,MSP,DEG2,0.24357805299381155
EuroLLM 9B,wmt19_lten,XComet XXL,MSP,DEG2,0.1643118116743525
EuroLLM 9B,wmt19_ruen,XComet XXL,MSP,DEG2,0.37006968583930977
EuroLLM 9B,wmt14_csen,XComet XXL,MSP,DEG3,0.2567191372020652
EuroLLM 9B,wmt14_deen,XComet XXL,MSP,DEG3,0.417296084620023
EuroLLM 9B,wmt14_ruen,XComet XXL,MSP,DEG3,0.43232204100195654
EuroLLM 9B,wmt14_fren,XComet XXL,MSP,DEG3,0.3160612164397189
EuroLLM 9B,wmt19_deen,XComet XXL,MSP,DEG3,0.34939191235091915
EuroLLM 9B,wmt19_fien,XComet XXL,MSP,DEG3,0.22998723316973824
EuroLLM 9B,wmt19_lten,XComet XXL,MSP,DEG3,0.16499680060535155
EuroLLM 9B,wmt19_ruen,XComet XXL,MSP,DEG3,0.37369127240225863
EuroLLM 9B,wmt14_csen,XComet XXL,PPL,RAW,0.39409779777154713
EuroLLM 9B,wmt14_deen,XComet XXL,PPL,RAW,0.40499399875758046
EuroLLM 9B,wmt14_ruen,XComet XXL,PPL,RAW,0.37530305048974666
EuroLLM 9B,wmt14_fren,XComet XXL,PPL,RAW,0.3277319240924205
EuroLLM 9B,wmt19_deen,XComet XXL,PPL,RAW,0.4251876750896089
EuroLLM 9B,wmt19_fien,XComet XXL,PPL,RAW,0.39730126954664835
EuroLLM 9B,wmt19_lten,XComet XXL,PPL,RAW,0.33093575357351634
EuroLLM 9B,wmt19_ruen,XComet XXL,PPL,RAW,0.31387934880078583
EuroLLM 9B,wmt14_csen,XComet XXL,PPL,DEG1,0.4117231880242297
EuroLLM 9B,wmt14_deen,XComet XXL,PPL,DEG1,0.4347292293270691
EuroLLM 9B,wmt14_ruen,XComet XXL,PPL,DEG1,0.4993543671637666
EuroLLM 9B,wmt14_fren,XComet XXL,PPL,DEG1,0.37327909583827484
EuroLLM 9B,wmt19_deen,XComet XXL,PPL,DEG1,0.43698903343318923
EuroLLM 9B,wmt19_fien,XComet XXL,PPL,DEG1,0.38399555805630026
EuroLLM 9B,wmt19_lten,XComet XXL,PPL,DEG1,0.33631516707582493
EuroLLM 9B,wmt19_ruen,XComet XXL,PPL,DEG1,0.3897047436839679
EuroLLM 9B,wmt14_csen,XComet XXL,PPL,DEG2,0.38315910602817466
EuroLLM 9B,wmt14_deen,XComet XXL,PPL,DEG2,0.4296140084104053
EuroLLM 9B,wmt14_ruen,XComet XXL,PPL,DEG2,0.3732292635267956
EuroLLM 9B,wmt14_fren,XComet XXL,PPL,DEG2,0.359632072360547
EuroLLM 9B,wmt19_deen,XComet XXL,PPL,DEG2,0.4227445098937081
EuroLLM 9B,wmt19_fien,XComet XXL,PPL,DEG2,0.36466907978223184
EuroLLM 9B,wmt19_lten,XComet XXL,PPL,DEG2,0.2760684691898834
EuroLLM 9B,wmt19_ruen,XComet XXL,PPL,DEG2,0.33074633325745634
EuroLLM 9B,wmt14_csen,XComet XXL,PPL,DEG3,0.39903057771444694
EuroLLM 9B,wmt14_deen,XComet XXL,PPL,DEG3,0.42868214486918066
EuroLLM 9B,wmt14_ruen,XComet XXL,PPL,DEG3,0.4341463337500889
EuroLLM 9B,wmt14_fren,XComet XXL,PPL,DEG3,0.3611209060311541
EuroLLM 9B,wmt19_deen,XComet XXL,PPL,DEG3,0.4385462688166246
EuroLLM 9B,wmt19_fien,XComet XXL,PPL,DEG3,0.3631772821404634
EuroLLM 9B,wmt19_lten,XComet XXL,PPL,DEG3,0.332513406450441
EuroLLM 9B,wmt19_ruen,XComet XXL,PPL,DEG3,0.36107885013608154
EuroLLM 9B,wmt14_csen,XComet XXL,MTE,RAW,0.4337246826060549
EuroLLM 9B,wmt14_deen,XComet XXL,MTE,RAW,0.41732623167412114
EuroLLM 9B,wmt14_ruen,XComet XXL,MTE,RAW,0.3889944159080252
EuroLLM 9B,wmt14_fren,XComet XXL,MTE,RAW,0.3454074425549853
EuroLLM 9B,wmt19_deen,XComet XXL,MTE,RAW,0.430083762738799
EuroLLM 9B,wmt19_fien,XComet XXL,MTE,RAW,0.448391650602249
EuroLLM 9B,wmt19_lten,XComet XXL,MTE,RAW,0.38576162370850386
EuroLLM 9B,wmt19_ruen,XComet XXL,MTE,RAW,0.3222042364617473
EuroLLM 9B,wmt14_csen,XComet XXL,MTE,DEG1,0.461600751657049
EuroLLM 9B,wmt14_deen,XComet XXL,MTE,DEG1,0.4624546265517517
EuroLLM 9B,wmt14_ruen,XComet XXL,MTE,DEG1,0.510846538013669
EuroLLM 9B,wmt14_fren,XComet XXL,MTE,DEG1,0.4172405121276427
EuroLLM 9B,wmt19_deen,XComet XXL,MTE,DEG1,0.47252837979024215
EuroLLM 9B,wmt19_fien,XComet XXL,MTE,DEG1,0.4210825132871022
EuroLLM 9B,wmt19_lten,XComet XXL,MTE,DEG1,0.38072427624585703
EuroLLM 9B,wmt19_ruen,XComet XXL,MTE,DEG1,0.43998505683203293
EuroLLM 9B,wmt14_csen,XComet XXL,MTE,DEG2,0.4244301417156047
EuroLLM 9B,wmt14_deen,XComet XXL,MTE,DEG2,0.4579814650523129
EuroLLM 9B,wmt14_ruen,XComet XXL,MTE,DEG2,0.3903125470989381
EuroLLM 9B,wmt14_fren,XComet XXL,MTE,DEG2,0.40097965485956677
EuroLLM 9B,wmt19_deen,XComet XXL,MTE,DEG2,0.4551182808322407
EuroLLM 9B,wmt19_fien,XComet XXL,MTE,DEG2,0.39400717927530576
EuroLLM 9B,wmt19_lten,XComet XXL,MTE,DEG2,0.2911798249837585
EuroLLM 9B,wmt19_ruen,XComet XXL,MTE,DEG2,0.3568823524747613
EuroLLM 9B,wmt14_csen,XComet XXL,MTE,DEG3,0.4394491818538374
EuroLLM 9B,wmt14_deen,XComet XXL,MTE,DEG3,0.45711426341108224
EuroLLM 9B,wmt14_ruen,XComet XXL,MTE,DEG3,0.45175366821818713
EuroLLM 9B,wmt14_fren,XComet XXL,MTE,DEG3,0.40323179456118247
EuroLLM 9B,wmt19_deen,XComet XXL,MTE,DEG3,0.46836950448355835
EuroLLM 9B,wmt19_fien,XComet XXL,MTE,DEG3,0.39367820503560813
EuroLLM 9B,wmt19_lten,XComet XXL,MTE,DEG3,0.35087851104850476
EuroLLM 9B,wmt19_ruen,XComet XXL,MTE,DEG3,0.3861719158123725
EuroLLM 9B,wmt14_csen,XComet XXL,MCSE,RAW,0.18530660043926425
EuroLLM 9B,wmt14_deen,XComet XXL,MCSE,RAW,0.3053698011866548
EuroLLM 9B,wmt14_ruen,XComet XXL,MCSE,RAW,0.34847931900174856
EuroLLM 9B,wmt14_fren,XComet XXL,MCSE,RAW,0.26309516256765547
EuroLLM 9B,wmt19_deen,XComet XXL,MCSE,RAW,0.30255049895491887
EuroLLM 9B,wmt19_fien,XComet XXL,MCSE,RAW,-0.00918382514083202
EuroLLM 9B,wmt19_lten,XComet XXL,MCSE,RAW,0.07966278203855363
EuroLLM 9B,wmt19_ruen,XComet XXL,MCSE,RAW,0.33678585708259895
EuroLLM 9B,wmt14_csen,XComet XXL,MCSE,DEG1,0.3074645476138914
EuroLLM 9B,wmt14_deen,XComet XXL,MCSE,DEG1,0.3649494081970458
EuroLLM 9B,wmt14_ruen,XComet XXL,MCSE,DEG1,0.38292561971318356
EuroLLM 9B,wmt14_fren,XComet XXL,MCSE,DEG1,0.3312275474337681
EuroLLM 9B,wmt19_deen,XComet XXL,MCSE,DEG1,0.38448079332300317
EuroLLM 9B,wmt19_fien,XComet XXL,MCSE,DEG1,0.27902900324863134
EuroLLM 9B,wmt19_lten,XComet XXL,MCSE,DEG1,0.20045984852211696
EuroLLM 9B,wmt19_ruen,XComet XXL,MCSE,DEG1,0.32217678746504397
EuroLLM 9B,wmt14_csen,XComet XXL,MCSE,DEG2,0.29160014438128873
EuroLLM 9B,wmt14_deen,XComet XXL,MCSE,DEG2,0.34890445067904685
EuroLLM 9B,wmt14_ruen,XComet XXL,MCSE,DEG2,0.3791934004391551
EuroLLM 9B,wmt14_fren,XComet XXL,MCSE,DEG2,0.3337050902461119
EuroLLM 9B,wmt19_deen,XComet XXL,MCSE,DEG2,0.3704037885708916
EuroLLM 9B,wmt19_fien,XComet XXL,MCSE,DEG2,0.25122321902034855
EuroLLM 9B,wmt19_lten,XComet XXL,MCSE,DEG2,0.15582617900126208
EuroLLM 9B,wmt19_ruen,XComet XXL,MCSE,DEG2,0.305251823838771
EuroLLM 9B,wmt14_csen,XComet XXL,MCSE,DEG3,0.2973995657011317
EuroLLM 9B,wmt14_deen,XComet XXL,MCSE,DEG3,0.3582978353793786
EuroLLM 9B,wmt14_ruen,XComet XXL,MCSE,DEG3,0.38000721715929003
EuroLLM 9B,wmt14_fren,XComet XXL,MCSE,DEG3,0.3383499716121686
EuroLLM 9B,wmt19_deen,XComet XXL,MCSE,DEG3,0.37124573474649514
EuroLLM 9B,wmt19_fien,XComet XXL,MCSE,DEG3,0.24403788182969435
EuroLLM 9B,wmt19_lten,XComet XXL,MCSE,DEG3,0.15567537926583047
EuroLLM 9B,wmt19_ruen,XComet XXL,MCSE,DEG3,0.3131512944237385
EuroLLM 9B,wmt14_csen,XComet XXL,MCNSE,RAW,0.19057394356766935
EuroLLM 9B,wmt14_deen,XComet XXL,MCNSE,RAW,0.27707394738027824
EuroLLM 9B,wmt14_ruen,XComet XXL,MCNSE,RAW,0.2290597311379456
EuroLLM 9B,wmt14_fren,XComet XXL,MCNSE,RAW,0.171044911137391
EuroLLM 9B,wmt19_deen,XComet XXL,MCNSE,RAW,0.2591948357721238
EuroLLM 9B,wmt19_fien,XComet XXL,MCNSE,RAW,0.30045605442979145
EuroLLM 9B,wmt19_lten,XComet XXL,MCNSE,RAW,0.22494288899372542
EuroLLM 9B,wmt19_ruen,XComet XXL,MCNSE,RAW,0.21204330485697737
EuroLLM 9B,wmt14_csen,XComet XXL,MCNSE,DEG1,0.18309130247687758
EuroLLM 9B,wmt14_deen,XComet XXL,MCNSE,DEG1,0.2809658334113987
EuroLLM 9B,wmt14_ruen,XComet XXL,MCNSE,DEG1,0.28903403249679177
EuroLLM 9B,wmt14_fren,XComet XXL,MCNSE,DEG1,0.1733242923799533
EuroLLM 9B,wmt19_deen,XComet XXL,MCNSE,DEG1,0.2544144352785785
EuroLLM 9B,wmt19_fien,XComet XXL,MCNSE,DEG1,0.27617805720587013
EuroLLM 9B,wmt19_lten,XComet XXL,MCNSE,DEG1,0.19289214885237266
EuroLLM 9B,wmt19_ruen,XComet XXL,MCNSE,DEG1,0.2581751744912333
EuroLLM 9B,wmt14_csen,XComet XXL,MCNSE,DEG2,0.1487225282393416
EuroLLM 9B,wmt14_deen,XComet XXL,MCNSE,DEG2,0.2736762259785488
EuroLLM 9B,wmt14_ruen,XComet XXL,MCNSE,DEG2,0.19021651745753748
EuroLLM 9B,wmt14_fren,XComet XXL,MCNSE,DEG2,0.16083361197068408
EuroLLM 9B,wmt19_deen,XComet XXL,MCNSE,DEG2,0.22024910609340606
EuroLLM 9B,wmt19_fien,XComet XXL,MCNSE,DEG2,0.2458049913632225
EuroLLM 9B,wmt19_lten,XComet XXL,MCNSE,DEG2,0.1434986592250417
EuroLLM 9B,wmt19_ruen,XComet XXL,MCNSE,DEG2,0.20795898444787037
EuroLLM 9B,wmt14_csen,XComet XXL,MCNSE,DEG3,0.14937888077090894
EuroLLM 9B,wmt14_deen,XComet XXL,MCNSE,DEG3,0.27269052337174154
EuroLLM 9B,wmt14_ruen,XComet XXL,MCNSE,DEG3,0.24866557674984188
EuroLLM 9B,wmt14_fren,XComet XXL,MCNSE,DEG3,0.14623478524627181
EuroLLM 9B,wmt19_deen,XComet XXL,MCNSE,DEG3,0.21709027030551578
EuroLLM 9B,wmt19_fien,XComet XXL,MCNSE,DEG3,0.23439769366128455
EuroLLM 9B,wmt19_lten,XComet XXL,MCNSE,DEG3,0.17892064009420808
EuroLLM 9B,wmt19_ruen,XComet XXL,MCNSE,DEG3,0.241817713755634
EuroLLM 9B,wmt14_csen,XComet XXL,LSRL,RAW,0.23011901685344402
EuroLLM 9B,wmt14_deen,XComet XXL,LSRL,RAW,0.28220870271019155
EuroLLM 9B,wmt14_ruen,XComet XXL,LSRL,RAW,0.21782940809979828
EuroLLM 9B,wmt14_fren,XComet XXL,LSRL,RAW,0.22894775933975434
EuroLLM 9B,wmt19_deen,XComet XXL,LSRL,RAW,0.28345379491633965
EuroLLM 9B,wmt19_fien,XComet XXL,LSRL,RAW,0.2418297291577639
EuroLLM 9B,wmt19_lten,XComet XXL,LSRL,RAW,0.1809887016738711
EuroLLM 9B,wmt19_ruen,XComet XXL,LSRL,RAW,0.18381014807763998
EuroLLM 9B,wmt14_csen,XComet XXL,LSRL,DEG1,0.22910890345747367
EuroLLM 9B,wmt14_deen,XComet XXL,LSRL,DEG1,0.2802183453336631
EuroLLM 9B,wmt14_ruen,XComet XXL,LSRL,DEG1,0.25802118979672284
EuroLLM 9B,wmt14_fren,XComet XXL,LSRL,DEG1,0.22894404090975784
EuroLLM 9B,wmt19_deen,XComet XXL,LSRL,DEG1,0.2839005029544851
EuroLLM 9B,wmt19_fien,XComet XXL,LSRL,DEG1,0.26153568393056864
EuroLLM 9B,wmt19_lten,XComet XXL,LSRL,DEG1,0.18469166099804046
EuroLLM 9B,wmt19_ruen,XComet XXL,LSRL,DEG1,0.2175335467687962
EuroLLM 9B,wmt14_csen,XComet XXL,LSRL,DEG2,0.19457898491646478
EuroLLM 9B,wmt14_deen,XComet XXL,LSRL,DEG2,0.2742576269491069
EuroLLM 9B,wmt14_ruen,XComet XXL,LSRL,DEG2,0.174984182045961
EuroLLM 9B,wmt14_fren,XComet XXL,LSRL,DEG2,0.22773390301814153
EuroLLM 9B,wmt19_deen,XComet XXL,LSRL,DEG2,0.2754964937739458
EuroLLM 9B,wmt19_fien,XComet XXL,LSRL,DEG2,0.2545044939335991
EuroLLM 9B,wmt19_lten,XComet XXL,LSRL,DEG2,0.1628279979648245
EuroLLM 9B,wmt19_ruen,XComet XXL,LSRL,DEG2,0.18691784322672436
EuroLLM 9B,wmt14_csen,XComet XXL,LSRL,DEG3,0.20206677778870782
EuroLLM 9B,wmt14_deen,XComet XXL,LSRL,DEG3,0.273669130338666
EuroLLM 9B,wmt14_ruen,XComet XXL,LSRL,DEG3,0.21884443281001054
EuroLLM 9B,wmt14_fren,XComet XXL,LSRL,DEG3,0.22750109626877002
EuroLLM 9B,wmt19_deen,XComet XXL,LSRL,DEG3,0.27358237931361423
EuroLLM 9B,wmt19_fien,XComet XXL,LSRL,DEG3,0.25311748401262724
EuroLLM 9B,wmt19_lten,XComet XXL,LSRL,DEG3,0.19478300993202843
EuroLLM 9B,wmt19_ruen,XComet XXL,LSRL,DEG3,0.222869166325227
Llama 3.1 8B,wmt14_csen,Comet WMT22,MSP,RAW,0.4244433995724548
Llama 3.1 8B,wmt14_deen,Comet WMT22,MSP,RAW,0.3943381895702435
Llama 3.1 8B,wmt14_ruen,Comet WMT22,MSP,RAW,0.45269833324634934
Llama 3.1 8B,wmt14_fren,Comet WMT22,MSP,RAW,0.3494917395284792
Llama 3.1 8B,wmt19_deen,Comet WMT22,MSP,RAW,0.4579067225503741
Llama 3.1 8B,wmt19_fien,Comet WMT22,MSP,RAW,0.1863485813804621
Llama 3.1 8B,wmt19_lten,Comet WMT22,MSP,RAW,0.28781632548855557
Llama 3.1 8B,wmt19_ruen,Comet WMT22,MSP,RAW,0.4314846239557551
Llama 3.1 8B,wmt14_csen,Comet WMT22,MSP,DEG1,0.4687667568744989
Llama 3.1 8B,wmt14_deen,Comet WMT22,MSP,DEG1,0.4874111776902879
Llama 3.1 8B,wmt14_ruen,Comet WMT22,MSP,DEG1,0.48079256513743174
Llama 3.1 8B,wmt14_fren,Comet WMT22,MSP,DEG1,0.39803671297015736
Llama 3.1 8B,wmt19_deen,Comet WMT22,MSP,DEG1,0.5105719888205362
Llama 3.1 8B,wmt19_fien,Comet WMT22,MSP,DEG1,0.46713456764930067
Llama 3.1 8B,wmt19_lten,Comet WMT22,MSP,DEG1,0.4729009202663231
Llama 3.1 8B,wmt19_ruen,Comet WMT22,MSP,DEG1,0.4137886226768542
Llama 3.1 8B,wmt14_csen,Comet WMT22,MSP,DEG2,0.5032910532954512
Llama 3.1 8B,wmt14_deen,Comet WMT22,MSP,DEG2,0.5232728179037547
Llama 3.1 8B,wmt14_ruen,Comet WMT22,MSP,DEG2,0.5222845909642262
Llama 3.1 8B,wmt14_fren,Comet WMT22,MSP,DEG2,0.4146032970726229
Llama 3.1 8B,wmt19_deen,Comet WMT22,MSP,DEG2,0.510751026135487
Llama 3.1 8B,wmt19_fien,Comet WMT22,MSP,DEG2,0.49541900702974717
Llama 3.1 8B,wmt19_lten,Comet WMT22,MSP,DEG2,0.4701008991108375
Llama 3.1 8B,wmt19_ruen,Comet WMT22,MSP,DEG2,0.4673260021108168
Llama 3.1 8B,wmt14_csen,Comet WMT22,MSP,DEG3,0.5349006532717003
Llama 3.1 8B,wmt14_deen,Comet WMT22,MSP,DEG3,0.5255080406748434
Llama 3.1 8B,wmt14_ruen,Comet WMT22,MSP,DEG3,0.5137073950611758
Llama 3.1 8B,wmt14_fren,Comet WMT22,MSP,DEG3,0.3446153786496662
Llama 3.1 8B,wmt19_deen,Comet WMT22,MSP,DEG3,0.5331069728453486
Llama 3.1 8B,wmt19_fien,Comet WMT22,MSP,DEG3,0.47537656145580354
Llama 3.1 8B,wmt19_lten,Comet WMT22,MSP,DEG3,0.47041031533406436
Llama 3.1 8B,wmt19_ruen,Comet WMT22,MSP,DEG3,0.47985435390263576
Llama 3.1 8B,wmt14_csen,Comet WMT22,PPL,RAW,0.4172419203330615
Llama 3.1 8B,wmt14_deen,Comet WMT22,PPL,RAW,0.45542054956936034
Llama 3.1 8B,wmt14_ruen,Comet WMT22,PPL,RAW,0.3709834106289464
Llama 3.1 8B,wmt14_fren,Comet WMT22,PPL,RAW,0.3138641956213274
Llama 3.1 8B,wmt19_deen,Comet WMT22,PPL,RAW,0.4069100472226224
Llama 3.1 8B,wmt19_fien,Comet WMT22,PPL,RAW,0.5158845940928607
Llama 3.1 8B,wmt19_lten,Comet WMT22,PPL,RAW,0.47471389456831276
Llama 3.1 8B,wmt19_ruen,Comet WMT22,PPL,RAW,0.315136494187825
Llama 3.1 8B,wmt14_csen,Comet WMT22,PPL,DEG1,0.5209564341935427
Llama 3.1 8B,wmt14_deen,Comet WMT22,PPL,DEG1,0.5147907318258307
Llama 3.1 8B,wmt14_ruen,Comet WMT22,PPL,DEG1,0.5263241866156294
Llama 3.1 8B,wmt14_fren,Comet WMT22,PPL,DEG1,0.4124305070490263
Llama 3.1 8B,wmt19_deen,Comet WMT22,PPL,DEG1,0.4587300734891074
Llama 3.1 8B,wmt19_fien,Comet WMT22,PPL,DEG1,0.520739074716117
Llama 3.1 8B,wmt19_lten,Comet WMT22,PPL,DEG1,0.49475666635525145
Llama 3.1 8B,wmt19_ruen,Comet WMT22,PPL,DEG1,0.46435484031673896
Llama 3.1 8B,wmt14_csen,Comet WMT22,PPL,DEG2,0.4153899948552866
Llama 3.1 8B,wmt14_deen,Comet WMT22,PPL,DEG2,0.47404310316459336
Llama 3.1 8B,wmt14_ruen,Comet WMT22,PPL,DEG2,0.4235500750637553
Llama 3.1 8B,wmt14_fren,Comet WMT22,PPL,DEG2,0.3171332919904183
Llama 3.1 8B,wmt19_deen,Comet WMT22,PPL,DEG2,0.4372998616983646
Llama 3.1 8B,wmt19_fien,Comet WMT22,PPL,DEG2,0.5341480687419022
Llama 3.1 8B,wmt19_lten,Comet WMT22,PPL,DEG2,0.4777057270527103
Llama 3.1 8B,wmt19_ruen,Comet WMT22,PPL,DEG2,0.39001030782913304
Llama 3.1 8B,wmt14_csen,Comet WMT22,PPL,DEG3,0.5446508682277479
Llama 3.1 8B,wmt14_deen,Comet WMT22,PPL,DEG3,0.5243901958936372
Llama 3.1 8B,wmt14_ruen,Comet WMT22,PPL,DEG3,0.5120731657995798
Llama 3.1 8B,wmt14_fren,Comet WMT22,PPL,DEG3,0.4150121923061195
Llama 3.1 8B,wmt19_deen,Comet WMT22,PPL,DEG3,0.47571664804123576
Llama 3.1 8B,wmt19_fien,Comet WMT22,PPL,DEG3,0.5370759580814362
Llama 3.1 8B,wmt19_lten,Comet WMT22,PPL,DEG3,0.49288005601535095
Llama 3.1 8B,wmt19_ruen,Comet WMT22,PPL,DEG3,0.4504032390810844
Llama 3.1 8B,wmt14_csen,Comet WMT22,MTE,RAW,0.44451740095477477
Llama 3.1 8B,wmt14_deen,Comet WMT22,MTE,RAW,0.4785245431008445
Llama 3.1 8B,wmt14_ruen,Comet WMT22,MTE,RAW,0.40644893614942645
Llama 3.1 8B,wmt14_fren,Comet WMT22,MTE,RAW,0.3737622938890502
Llama 3.1 8B,wmt19_deen,Comet WMT22,MTE,RAW,0.4179266190225899
Llama 3.1 8B,wmt19_fien,Comet WMT22,MTE,RAW,0.5396894593140971
Llama 3.1 8B,wmt19_lten,Comet WMT22,MTE,RAW,0.5183372862935993
Llama 3.1 8B,wmt19_ruen,Comet WMT22,MTE,RAW,0.3306383238915915
Llama 3.1 8B,wmt14_csen,Comet WMT22,MTE,DEG1,0.5760739189296077
Llama 3.1 8B,wmt14_deen,Comet WMT22,MTE,DEG1,0.5626331608383074
Llama 3.1 8B,wmt14_ruen,Comet WMT22,MTE,DEG1,0.5886034204650681
Llama 3.1 8B,wmt14_fren,Comet WMT22,MTE,DEG1,0.4837290509589576
Llama 3.1 8B,wmt19_deen,Comet WMT22,MTE,DEG1,0.545678281680194
Llama 3.1 8B,wmt19_fien,Comet WMT22,MTE,DEG1,0.560740943932025
Llama 3.1 8B,wmt19_lten,Comet WMT22,MTE,DEG1,0.5553486538768893
Llama 3.1 8B,wmt19_ruen,Comet WMT22,MTE,DEG1,0.5258244227906861
Llama 3.1 8B,wmt14_csen,Comet WMT22,MTE,DEG2,0.4588525636439193
Llama 3.1 8B,wmt14_deen,Comet WMT22,MTE,DEG2,0.5134482901449205
Llama 3.1 8B,wmt14_ruen,Comet WMT22,MTE,DEG2,0.48146159049435616
Llama 3.1 8B,wmt14_fren,Comet WMT22,MTE,DEG2,0.37960973824523186
Llama 3.1 8B,wmt19_deen,Comet WMT22,MTE,DEG2,0.5061337663818481
Llama 3.1 8B,wmt19_fien,Comet WMT22,MTE,DEG2,0.5348484467147795
Llama 3.1 8B,wmt19_lten,Comet WMT22,MTE,DEG2,0.5323336192678202
Llama 3.1 8B,wmt19_ruen,Comet WMT22,MTE,DEG2,0.44828559100259324
Llama 3.1 8B,wmt14_csen,Comet WMT22,MTE,DEG3,0.5939136069192568
Llama 3.1 8B,wmt14_deen,Comet WMT22,MTE,DEG3,0.5705927557338221
Llama 3.1 8B,wmt14_ruen,Comet WMT22,MTE,DEG3,0.573784665821345
Llama 3.1 8B,wmt14_fren,Comet WMT22,MTE,DEG3,0.4774439464765204
Llama 3.1 8B,wmt19_deen,Comet WMT22,MTE,DEG3,0.5505175316718356
Llama 3.1 8B,wmt19_fien,Comet WMT22,MTE,DEG3,0.5498865201410029
Llama 3.1 8B,wmt19_lten,Comet WMT22,MTE,DEG3,0.5471985868987826
Llama 3.1 8B,wmt19_ruen,Comet WMT22,MTE,DEG3,0.512315666449441
Llama 3.1 8B,wmt14_csen,Comet WMT22,MCSE,RAW,0.3646169630793558
Llama 3.1 8B,wmt14_deen,Comet WMT22,MCSE,RAW,0.3221173803270793
Llama 3.1 8B,wmt14_ruen,Comet WMT22,MCSE,RAW,0.3471265419827787
Llama 3.1 8B,wmt14_fren,Comet WMT22,MCSE,RAW,0.29565874871089726
Llama 3.1 8B,wmt19_deen,Comet WMT22,MCSE,RAW,0.3606553815080882
